0,31.8,0.0,0.0
0.5,38.0,0.0,0.0
1.0,13.8,0.0,0.0
1.5,17.3,0.0,0.0
2.0,15.5,0.0,0.0
2.5,15.1,0.0,0.0
3.0,14.2,0.0,0.0
3.5,20.0,0.0,0.0
4.0,14.7,0.0,0.0
4.5,21.8,0.0,0.0
5.0,15.6,0.0,0.0
5.5,23.3,0.0,0.0
6.0,14.1,0.0,0.0
6.5,14.0,0.0,0.0
7.0,14.1,0.0,0.0
7.5,15.1,0.0,0.0
8.0,13.4,0.0,0.0
8.5,14.0,0.0,0.0
9.0,13.8,0.0,0.0
9.5,15.4,0.0,0.0
10.0,13.9,0.0,0.0
10.5,14.1,0.0,0.0
11.0,14.0,0.0,0.0
11.5,13.6,0.0,0.0
12.0,14.0,0.0,0.0
12.5,13.9,0.0,0.0
13.0,15.5,0.0,0.0
13.5,14.9,0.0,0.0
14.0,13.5,0.0,0.0
14.5,16.3,0.0,0.0
15.0,14.4,0.0,0.0
15.5,14.3,0.0,0.0
16.0,14.0,0.0,0.0
16.5,13.7,0.0,0.0
17.0,17.6,0.0,0.0
17.5,20.0,0.0,0.0
18.0,14.3,0.0,0.0
18.5,16.5,0.0,0.0
19.0,23.7,0.0,0.0
19.5,13.8,0.0,0.0
20.0,15.2,0.0,0.0
20.5,14.2,0.0,0.0
21.0,14.4,0.0,0.0
21.5,13.5,0.0,0.0
22.0,13.6,0.0,0.0
22.5,14.4,0.0,0.0
23.0,14.4,0.0,0.0
23.5,14.2,0.0,0.0
24.0,13.8,0.0,0.0
24.5,13.8,0.0,0.0
25.0,14.2,0.0,0.0
25.5,14.0,0.0,0.0
26.0,15.3,0.0,0.0
26.5,16.9,0.0,0.0
27.0,21.8,0.0,0.0
27.5,14.2,0.0,0.0
28.0,19.3,0.0,0.0
28.5,19.6,0.0,0.0
29.0,19.8,0.0,0.0
29.5,14.5,0.0,0.0
30.0,23.6,0.0,0.0
30.5,15.2,0.0,0.0
31.0,21.0,0.0,0.0
31.5,14.0,0.0,0.0
32.0,14.7,0.0,0.0
32.5,14.6,0.0,0.0
33.0,14.5,0.0,0.0
33.5,15.1,0.0,0.0
34.0,16.6,0.0,0.0
34.5,13.8,0.0,0.0
35.0,17.2,0.0,0.0
35.5,14.0,0.0,0.0
36.0,14.2,0.0,0.0
36.5,16.1,0.0,0.0
37.0,14.0,0.0,0.0
37.5,22.4,0.0,0.0
38.0,14.5,0.0,0.0
38.5,14.0,0.0,0.0
39.0,14.1,0.0,0.0
39.5,16.6,0.0,0.0
40.0,14.3,0.0,0.0
40.5,38.6,0.0,0.0
41.0,14.7,0.0,0.0
41.5,14.1,0.0,0.0
42.0,14.0,0.0,0.0
42.5,14.2,0.0,0.0
43.0,13.5,0.0,0.0
43.5,14.8,0.0,0.0
44.0,15.1,0.0,0.0
44.5,15.4,0.0,0.0
45.0,14.5,0.0,0.0
45.5,14.1,0.0,0.0
46.0,17.7,0.0,0.0
46.5,14.4,0.0,0.0
47.0,16.4,0.0,0.0
47.5,13.3,0.0,0.0
48.0,21.0,0.0,0.0
48.5,35.1,0.0,0.0
49.0,13.7,0.0,0.0
49.5,15.7,0.0,0.0
50.0,22.6,0.0,0.0
50.5,14.1,0.0,0.0
51.0,16.0,0.0,0.0
51.5,14.3,0.0,0.0
52.0,32.1,0.0,0.0
52.5,14.5,0.0,0.0
53.0,15.4,0.0,0.0
53.5,15.1,0.0,0.0
54.0,14.7,0.0,0.0
54.5,14.3,0.0,0.0
55.0,14.1,0.0,0.0
55.5,15.4,0.0,0.0
56.0,14.3,0.0,0.0
56.5,14.6,0.0,0.0
57.0,15.1,0.0,0.0
57.5,16.6,0.0,0.0
58.0,13.9,0.0,0.0
58.5,14.0,0.0,0.0
59.0,19.3,0.0,0.0
59.5,14.4,0.0,0.0
60.0,14.2,0.0,0.0
60.5,14.6,0.0,0.0
61.0,17.8,0.0,0.0
61.5,14.3,0.0,0.0
62.0,22.8,0.0,0.0
62.5,21.1,0.0,0.0
63.0,16.4,0.0,0.0
63.5,14.1,0.0,0.0
64.0,13.9,0.0,0.0
64.5,13.8,0.0,0.0
65.0,14.0,0.0,0.0
65.5,14.4,0.0,0.0
66.0,22.8,0.0,0.0
66.5,21.5,0.0,0.0
67.0,14.3,0.0,0.0
67.5,27.9,0.0,0.0
68.0,14.1,0.0,0.0
68.5,15.8,0.0,0.0
69.0,14.1,0.0,0.0
69.5,23.8,0.0,0.0
70.0,14.4,0.0,0.0
70.5,15.9,0.0,0.0
71.0,14.3,0.0,0.0
71.5,14.1,0.0,0.0
72.0,13.8,0.0,0.0
72.5,14.5,0.0,0.0
73.0,14.5,0.0,0.0
73.5,15.0,0.0,0.0
74.0,14.4,0.0,0.0
74.5,15.5,0.0,0.0
75.0,15.3,0.0,0.0
75.5,14.4,0.0,0.0
76.0,13.9,0.0,0.0
76.5,23.7,0.0,0.0
77.0,16.0,0.0,0.0
77.5,14.8,0.0,0.0
78.0,23.3,0.0,0.0
78.5,15.3,0.0,0.0
79.0,16.0,0.0,0.0
79.5,15.8,0.0,0.0
80.0,13.8,0.0,0.0
80.5,13.3,0.0,0.0
81.0,23.7,0.0,0.0
81.5,14.2,0.0,0.0
82.0,14.6,0.0,0.0
82.5,13.6,0.0,0.0
83.0,27.8,0.0,0.0
83.5,19.9,0.0,0.0
84.0,18.9,0.0,0.0
84.5,14.8,0.0,0.0
85.0,14.5,0.0,0.0
85.5,27.0,0.0,0.0
86.0,19.9,0.0,0.0
86.5,14.1,0.0,0.0
87.0,17.8,0.0,0.0
87.5,16.6,0.0,0.0
88.0,14.3,0.0,0.0
88.5,14.4,0.0,0.0
89.0,13.9,0.0,0.0
89.5,13.5,0.0,0.0
90.0,14.9,0.0,0.0
90.5,14.9,0.0,0.0
91.0,15.2,0.0,0.0
91.5,14.3,0.0,0.0
92.0,14.0,0.0,0.0
92.5,18.5,0.0,0.0
93.0,15.0,0.0,0.0
93.5,13.9,0.0,0.0
94.0,26.0,0.0,0.0
94.5,13.8,0.0,0.0
95.0,17.0,0.0,0.0
95.5,14.9,0.0,0.0
96.0,15.0,0.0,0.0
96.5,13.8,0.0,0.0
97.0,14.2,0.0,0.0
97.5,14.9,0.0,0.0
98.0,13.4,0.0,0.0
98.5,13.9,0.0,0.0
99.0,14.2,0.0,0.0
99.5,14.5,0.0,0.0
100.0,24.6,0.0,0.0
100.5,14.6,0.0,0.0
101.0,16.1,0.0,0.0
101.5,16.7,0.0,0.0
102.0,17.1,0.0,0.0
102.5,14.9,0.0,0.0
103.0,19.1,0.0,0.0
103.5,14.1,0.0,0.0
104.0,14.8,0.0,0.0
104.5,13.6,0.0,0.0
105.0,14.2,0.0,0.0
105.5,13.8,0.0,0.0
106.0,13.6,0.0,0.0
106.5,14.5,0.0,0.0
107.0,14.2,0.0,0.0
107.5,13.9,0.0,0.0
108.0,14.0,0.0,0.0
108.5,13.9,0.0,0.0
109.0,13.9,0.0,0.0
109.5,14.0,0.0,0.0
110.0,13.8,0.0,0.0
110.5,13.7,0.0,0.0
111.0,14.2,0.0,0.0
111.5,14.1,0.0,0.0
112.0,13.8,0.0,0.0
112.5,14.1,0.0,0.0
113.0,14.2,0.0,0.0
113.5,13.7,0.0,0.0
114.0,13.9,0.0,0.0
114.5,14.1,0.0,0.0
115.0,13.4,0.0,0.0
115.5,14.3,0.0,0.0
116.0,14.0,0.0,0.0
116.5,14.0,0.0,0.0
117.0,14.1,0.0,0.0
117.5,14.2,0.0,0.0
118.0,13.7,0.0,0.0
118.5,14.1,0.0,0.0
119.0,13.8,0.0,0.0
119.5,17.3,0.0,0.0
120.0,13.8,0.0,0.0
120.5,16.2,0.0,0.0
121.0,14.3,0.0,0.0
121.5,14.1,0.0,0.0
122.0,14.1,0.0,0.0
122.5,14.8,0.0,0.0
123.0,13.9,0.0,0.0
123.5,14.5,0.0,0.0
124.0,13.4,0.0,0.0
124.5,14.1,0.0,0.0
125.0,13.9,0.0,0.0
125.5,14.0,0.0,0.0
126.0,14.3,0.0,0.0
126.5,13.9,0.0,0.0
127.0,13.8,0.0,0.0
127.5,14.1,0.0,0.0
128.0,14.3,0.0,0.0
128.5,13.6,0.0,0.0
129.0,13.6,0.0,0.0
129.5,14.6,0.0,0.0
130.0,15.6,0.0,0.0
130.5,14.0,0.0,0.0
131.0,13.9,0.0,0.0
131.5,13.4,0.0,0.0
132.0,31.2,0.0,0.0
132.5,15.1,0.0,0.0
133.0,15.6,0.0,0.0
133.5,14.3,0.0,0.0
134.0,14.1,0.0,0.0
134.5,17.5,0.0,0.0
135.0,17.1,0.0,0.0
135.5,15.7,0.0,0.0
136.0,16.2,0.0,0.0
136.5,13.8,0.0,0.0
137.0,13.9,0.0,0.0
137.5,14.9,0.0,0.0
138.0,18.5,0.0,0.0
138.5,14.9,0.0,0.0
139.0,14.3,0.0,0.0
139.5,14.2,0.0,0.0
140.0,14.3,0.0,0.0
140.5,15.1,0.0,0.0
141.0,23.2,0.0,0.0
141.5,14.1,0.0,0.0
142.0,14.0,0.0,0.0
142.5,13.8,0.0,0.0
143.0,22.4,0.0,0.0
143.5,46.8,0.0,0.0
144.0,14.2,0.0,0.0
144.5,13.7,0.0,0.0
145.0,14.3,0.0,0.0
145.5,13.6,0.0,0.0
146.0,14.4,0.0,0.0
146.5,14.1,0.0,0.0
147.0,14.7,0.0,0.0
147.5,27.9,0.0,0.0
148.0,19.9,0.0,0.0
148.5,14.6,0.0,0.0
149.0,14.6,0.0,0.0
149.5,14.4,0.0,0.0
150.0,14.9,0.0,0.0
150.5,14.5,0.0,0.0
151.0,14.2,0.0,0.0
151.5,14.1,0.0,0.0
152.0,13.8,0.0,0.0
152.5,13.9,0.0,0.0
153.0,29.7,0.0,0.0
153.5,13.8,0.0,0.0
154.0,15.0,0.0,0.0
154.5,14.3,0.0,0.0
155.0,14.4,0.0,0.0
155.5,14.1,0.0,0.0
156.0,36.1,0.0,0.0
156.5,14.6,0.0,0.0
157.0,19.0,0.0,0.0
157.5,13.9,0.0,0.0
158.0,14.6,0.0,0.0
158.5,16.0,0.0,0.0
159.0,13.9,0.0,0.0
159.5,14.3,0.0,0.0
160.0,15.7,0.0,0.0
160.5,14.9,0.0,0.0
161.0,13.9,0.0,0.0
161.5,14.4,0.0,0.0
162.0,16.1,0.0,0.0
162.5,14.5,0.0,0.0
163.0,14.3,0.0,0.0
163.5,13.9,0.0,0.0
164.0,14.6,0.0,0.0
164.5,16.8,0.0,0.0
165.0,15.4,0.0,0.0
165.5,14.2,0.0,0.0
166.0,14.6,0.0,0.0
166.5,14.2,0.0,0.0
167.0,13.9,0.0,0.0
167.5,14.1,0.0,0.0
168.0,13.8,0.0,0.0
168.5,15.0,0.0,0.0
169.0,14.2,0.0,0.0
169.5,13.7,0.0,0.0
170.0,14.2,0.0,0.0
170.5,14.9,0.0,0.0
171.0,15.8,0.0,0.0
171.5,13.9,0.0,0.0
172.0,14.6,0.0,0.0
172.5,13.6,0.0,0.0
173.0,14.6,0.0,0.0
173.5,14.7,0.0,0.0
174.0,14.4,0.0,0.0
174.5,50.9,0.0,0.0
175.0,32.9,0.0,0.0
175.5,19.3,0.0,0.0
176.0,19.4,0.0,0.0
176.5,19.0,0.0,0.0
177.0,21.6,0.0,0.0
177.5,22.8,0.5,0.0
178.0,21.8,0.0,0.0
178.5,24.2,3.9,0.0
179.0,26.2,7.2,0.0
179.5,24.2,0.2,0.0
180.0,26.6,9.9,0.0
180.5,30.4,14.3,0.0
181.0,30.7,13.3,0.0
181.5,24.3,10.3,7.44
182.0,25.5,9.6,7.44
182.5,27.7,11.3,7.44
183.0,28.4,9.1,7.44
183.5,31.1,8.4,7.44
184.0,31.2,7.6,7.44
184.5,33.6,8.4,7.44
185.0,33.9,5.3,7.44
185.5,35.2,5.9,7.44
186.0,35.8,9.1,7.44
186.5,35.6,22.1,5.36
187.0,37.3,23.2,5.36
187.5,40.8,19.3,5.36
188.0,42.9,20.2,5.36
188.5,43.6,24.7,5.36
189.0,40.8,27.8,5.36
189.5,42.6,29.3,5.36
190.0,43.9,27.4,5.36
190.5,43.4,29.4,5.36
191.0,47.1,24.0,5.36
191.5,45.5,28.7,5.4239999999999995
192.0,48.1,23.5,5.4239999999999995
192.5,45.0,28.7,5.4239999999999995
193.0,41.1,27.4,5.4239999999999995
193.5,41.4,25.5,5.4239999999999995
194.0,49.7,23.9,5.4239999999999995
194.5,51.9,23.5,5.4239999999999995
195.0,45.9,26.5,5.4239999999999995
195.5,47.8,26.0,5.4239999999999995
196.0,43.2,24.7,5.4239999999999995
196.5,39.3,24.5,5.4239999999999995
197.0,39.4,26.3,5.4239999999999995
197.5,39.3,24.5,5.4239999999999995
198.0,46.3,24.2,5.4239999999999995
198.5,43.1,23.6,5.4239999999999995
199.0,41.4,23.4,5.4239999999999995
199.5,42.4,23.6,5.4239999999999995
200.0,39.9,23.0,5.4239999999999995
200.5,43.2,22.1,5.4239999999999995
201.0,43.0,21.4,5.4239999999999995
201.5,45.0,20.5,5.4239999999999995
202.0,44.7,19.9,5.4239999999999995
202.5,45.4,18.4,5.4239999999999995
203.0,43.9,17.0,5.4239999999999995
203.5,47.3,18.7,5.4239999999999995
204.0,42.2,19.3,5.4239999999999995
204.5,41.0,19.1,5.4239999999999995
205.0,42.6,17.8,5.4239999999999995
205.5,44.3,16.4,5.4239999999999995
206.0,45.3,15.8,5.4239999999999995
206.5,45.5,14.8,5.4239999999999995
207.0,43.9,15.4,2.351999999999998
207.5,43.4,15.5,2.351999999999998
208.0,43.1,15.1,2.351999999999998
208.5,44.9,14.9,2.351999999999998
209.0,44.8,14.6,2.351999999999998
209.5,45.9,14.8,2.351999999999998
210.0,50.9,13.1,2.351999999999998
210.5,47.2,13.2,2.351999999999998
211.0,49.6,12.4,2.351999999999998
211.5,47.9,12.6,2.351999999999998
212.0,47.6,12.4,2.351999999999998
212.5,50.6,11.8,2.351999999999998
213.0,49.3,13.2,2.351999999999998
213.5,51.9,11.7,2.351999999999998
214.0,50.5,12.1,2.351999999999998
214.5,52.2,12.0,2.351999999999998
215.0,51.5,11.4,2.351999999999998
215.5,51.7,11.5,2.351999999999998
216.0,52.4,11.7,2.351999999999998
216.5,53.3,10.5,2.351999999999998
217.0,56.2,11.2,2.351999999999998
217.5,56.7,10.3,2.351999999999998
218.0,58.4,10.1,2.351999999999998
218.5,60.4,9.5,2.351999999999998
219.0,58.1,10.6,2.351999999999998
219.5,59.6,11.0,2.351999999999998
220.0,62.5,9.3,2.351999999999998
220.5,58.9,9.8,2.351999999999998
221.0,63.1,8.0,2.351999999999998
